load_step,iter,res_l2,res_rms_unknown
1,1,5.46363182e-02,4.76995749e-04
1,2,9.95441318e-01,8.69057967e-03
2,1,3.62880789e-02,3.16808671e-04
2,2,2.55403146e-02,2.22976619e-04
2,3,1.39046893e+16,1.21393203e+14
