load_step,iter,res_l2,res_rms_unknown
1,1,7.14088231e-02,6.23426068e-04
1,2,1.57003626e-01,1.37070111e-03
2,1,4.83857244e-02,4.22425698e-04
2,2,2.05823928e-02,1.79692084e-04
2,3,2.42901430e-03,2.12062147e-05
2,4,4.14847855e-05,3.62177887e-07
