load_step,iter,res_l2,res_rms_unknown
1,1,5.36511168e-02,4.68394567e-04
1,2,7.81128779e-02,6.81955005e-04
2,1,3.59844789e-02,3.14158128e-04
2,2,1.38696497e-02,1.21087295e-04
2,3,1.56719470e-03,1.36822033e-05
2,4,2.74819522e-05,2.39927850e-07
